alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1721362400.3285,elite,3430.5880544828,1715651460.9528,"AS51095 EdgeUno, Inc.",E1-EMEA,Riyadh,Asia,AS,"Saudi Arabia",SA,,false,"EdgeUno, Inc.",24.6869,46.7224,false,"EdgeUno, Inc",true,"Riyadh Region",success,Asia/Riyadh,09848,1720991180,1721362430.5892,4145,http,http://89.35.237.187:4145,false,1772.4320888519,65636,38701,62.907693339851,89.35.237.187
true,1721361633.3087,elite,4567.0888198256,1720105733.2432,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,ALICLOUD-US,true,Virginia,success,America/New_York,22902,1721315464,1721361633.3087,3128,socks4,socks4://47.90.149.238:3128,true,3187.0613098145,486,14071,3.3385999862609,47.90.149.238
true,1721356729.4055,elite,3781.621860585,1710544490.008,"AS262420 CABONNET INTERNET LTDA","CABONNET INTERNET LTDA",Ourinhos,"South America",SA,Brazil,BR,,false,"Cabonnet Internet Ltda",-22.9616,-49.8632,false,"Cabonnet Internet Ltda",false,"São Paulo",success,America/Sao_Paulo,19900,1720996900,1721356729.4055,49923,socks4,socks4://186.219.96.47:49923,true,3844.5379734039,11967,92848,11.417258980108,186.219.96.47
true,1721352651.8755,elite,6627.7256446349,1711084355.2749,"AS263801 LINKEAR SRL","LINKEAR SRL",Moreno,"South America",SA,Argentina,AR,,false,"Linkear SRL",-34.5455,-58.8679,false,"Linkear SRL",false,"Buenos Aires",success,America/Argentina/Buenos_Aires,1744,1721018974,1721352651.8755,8080,http,http://168.196.246.114:8080,false,1331.6948413849,4347,163099,2.5960608196075,168.196.246.114
true,1721350821.9879,elite,1821.8142987322,1711166696.526,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",true,California,success,America/Los_Angeles,,1721212729,1721350821.9879,1080,socks4,socks4://43.153.99.33:1080,true,782.33981132507,2328,86618,2.6173183729454,43.153.99.33
true,1721348491.5548,elite,6537.0681623385,1711012966.9461,"AS50926 AXARNET COMUNICACIONES, S.L.",AXARNET-AS,Madrid,Europe,EU,Spain,ES,,true,"AXARNET COMUNICACIONES, S.L.",40.4333,-3.68759,false,,false,Madrid,success,Europe/Madrid,28046,1721293151,1721348491.5548,4437,socks4,socks4://37.32.98.160:4437,true,10793.511390686,1109,11444,8.8345415438541,37.32.98.160
true,1721347839.6809,elite,10357.420101013,1715525190.8854,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1720975160,1721347839.6809,53257,socks4,socks4://159.65.188.178:53257,true,897.92776107788,438,44435,0.97608807077753,159.65.188.178
true,1721346276.9227,elite,6180.8239331712,1710549021.6319,"AS51167 Contabo GmbH",CONTABO,Nuremberg,Europe,EU,Germany,DE,,true,"Contabo GmbH",49.405,11.1617,false,"Contabo GmbH",true,Bavaria,success,Europe/Berlin,90475,1720943829,1721346276.9227,62852,socks4,socks4://95.111.227.164:62852,true,10800.187826157,6629,75280,8.0931277393205,95.111.227.164
true,1721345922.3735,elite,9867.7924605778,1717432043.4814,"AS18779 EGIHosting",EGIHOSTING,"San Jose","North America",NA,"United States",US,,true,EGIHosting,37.3387,-121.885,false,"Ace Data Centers II, L.L.C.",true,California,success,America/Los_Angeles,95141,1721300137,1721345922.3735,5398,socks4,socks4://136.0.220.18:5398,true,14130.676746368,175,22264,0.77989215205669,136.0.220.18
true,1721341544.8998,elite,2790.5626479521,1696968272.8624,"AS50299 Thyphone Communications LLC",TYFON-AS,Moscow,Europe,EU,Russia,RU,,false,"CJSC Thyphone Communications 106",55.6421,37.3335,false,"JSC Thyphone Communications Network Service Provider",false,Moscow,success,Europe/Moscow,143000,1721160437,1721341544.8998,52435,socks4,socks4://109.232.106.150:52435,true,10187.126398087,18030,119755,13.085604383641,109.232.106.150
true,1721340294.894,elite,9734.9295557281,1717296990.1056,"AS2856 British Telecommunications PLC",BT-UK-AS,Ayr,Europe,EU,"United Kingdom",GB,,false,"BT Public Internet Service",55.4754,-4.6062,false,,false,Scotland,success,Europe/London,KA8,1721275618,1721340294.894,31001,socks4,socks4://86.138.234.109:31001,true,743.65639686584,162,22445,0.71659220595391,86.138.234.109
true,1721339910.1032,elite,5329.1637442186,1710545595.0378,"AS36352 HostPapa",AS-COLOCROSSING,Buffalo,"North America",NA,"United States",US,,true,HostPapa,42.8856,-78.8736,false,ColoUp,true,"New York",success,America/New_York,14205,1721257063,1721339910.1032,1081,socks4,socks4://198.23.143.4:1081,true,1257.6360702515,2126,78298,2.6434895056202,198.23.143.4
true,1721338674.8962,elite,2587.1423993792,1720565108.4833,"AS53813 ZSCALER, INC.",ZSCALER-INC,Hyderabad,Asia,AS,India,IN,,false,"ZSCALER, INC.",17.3724,78.4378,false,"Zscaler Softech India Private Limited",false,Telangana,success,Asia/Kolkata,500009,1720801877,1721338674.8962,11194,http,http://167.103.20.81:11194,false,1666.0060882568,7,7426,0.094174626664873,167.103.20.81
true,1721338662.038,elite,2295.4610145649,1711097030.171,"AS7303 Telecom Argentina S.A.","Telecom Argentina S.A.",Oberá,"South America",SA,Argentina,AR,,false,"Telecom Argentina S.A.",-27.4881,-55.1685,false,"Telecom Argentina S.A",false,Misiones,success,America/Argentina/Cordoba,3360,1720944006,1721338662.038,4153,socks4,socks4://200.43.231.8:4153,true,3258.8686943054,1989,79173,2.4506542470614,200.43.231.8
true,1721336052.0671,elite,3380.4150211822,1710563791.9606,"AS44395 Ucom CJSC",ORG-UL31-RIPE,Yerevan,Asia,AS,Armenia,AM,,false,"Ucom CJSC",40.1817,44.5099,false,Ucom,false,Yerevan,success,Asia/Yerevan,,1721047943,1721336052.0671,5678,socks4,socks4://81.16.1.71:5678,true,3393.8341140747,9960,102643,8.8452350292621,81.16.1.71
true,1721334804.3701,transparent,5731.180216154,1712590811.6532,"AS270062 FIBERNET TV SAS","FIBERNET TV SAS",Neiva,"South America",SA,Colombia,CO,,false,"Fibernet TV SAS",2.9208,-75.283,false,"FIBERNET TV",true,"Huila Department",success,America/Bogota,410001,1721321448,1721334804.3701,999,http,http://131.100.48.125:999,false,8284.1391563416,6545,122016,5.0909684896664,131.100.48.125
true,1721334147.9338,transparent,7247.5057661925,1710540050.6659,"AS17665 ONEOTT INTERTAINMENT LIMITED",ONEBROADBAND,Mumbai,Asia,AS,India,IN,"Chakala Industrial Area",false,In2cable,19.1205,72.8694,false,,false,Maharashtra,success,Asia/Kolkata,400001,1721174667,1721334176.2387,3129,http,http://203.194.108.23:3129,false,7178.6108016968,20561,153694,11.799374479929,203.194.108.23
true,1721320141.066,elite,6415.8581279523,1710847102.1702,"AS40021 Nubes, LLC",NL-811-40021,"St Louis","North America",NA,"United States",US,,false,"Nubes, LLC",38.6364,-90.1985,false,"Contabo Inc",true,Missouri,success,America/Chicago,63101,1721205370,1721320141.066,59076,socks4,socks4://207.244.229.34:59076,true,809.9160194397,3200,66108,4.6170716223235,207.244.229.34
true,1721319331.3041,elite,10589.004264481,1715864778.3973,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Chengdu,Asia,AS,China,CN,,true,"Hangzhou Alibaba Advertising Co",30.6498,104.0555,false,"Aliyun Computing Co., LTD",true,Sichuan,success,Asia/Shanghai,,1720740619,1721319331.3041,8088,socks4,socks4://47.109.52.147:8088,true,11614.521980286,435,47448,0.90846438193096,47.109.52.147
true,1721312294.6394,elite,964.48375179485,1696976642.7951,"AS46562 Performive LLC",PERFORMIVE,"Beverly Hills","North America",NA,"United States",US,,true,"Total Server Solutions L.L.C.",34.0625,-118.384,false,"Zerolag Communications, Inc",true,California,success,America/Los_Angeles,90211,1720820496,1721312426.106,4145,socks4,socks4://68.71.254.6:4145,true,882.82060623169,100735,63749,61.243038836604,68.71.254.6
true,1721306926.3966,elite,10537.099090489,1720585103.7565,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Hangzhou,Asia,AS,China,CN,,true,"Hangzhou Alibaba Advertising Co",30.2994,120.1612,false,"Aliyun Computing Co., LTD",false,Zhejiang,success,Asia/Shanghai,,1721269528,1721306926.3966,80,socks4,socks4://121.198.71.180:80,true,10808.298110962,44,5108,0.85403726708075,121.198.71.180
true,1721304918.9534,elite,5890.4200705736,1713704898.839,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1721281965,1721304918.9534,49497,socks4,socks4://162.214.103.84:49497,true,1659.8336696625,360,24328,1.4581983149708,162.214.103.84
true,1721292683.1834,anonymous,1789.4225113905,1720549098.67,"AS137287 DINAS KOMUNIKASI DAN INFORMATIKA KAB. BEKASI",IDNIC-PEMDAKAB-BEKASI-AS-ID,"Cikarang Satu",Asia,AS,Indonesia,ID,,false,PEMDAKAB-BEKASI,-7.0875,106.9839,false,"Dinas Komunikasi DAN Informatika Kab. Bekasi",true,"West Java",success,Asia/Jakarta,,1721153932,1721292683.1834,80,http,http://103.105.196.30:80,false,566.24698638916,15464,306,98.059606848446,103.105.196.30
true,1721287491.0398,elite,3827.0908987581,1716131649.4917,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721030248,1721287491.0398,7403,socks4,socks4://67.43.236.20:7403,true,891.16024971008,406,45158,0.89105434114652,67.43.236.20
true,1721280392.3985,elite,3751.3949319581,1712206045.2626,"AS38750 Telemedia Dinamika Sarana, PT",TDS-AS-ID,Bulakan,Asia,AS,Indonesia,ID,,false,"Telemedia Dinamika Sarana, PT",-6.3885,105.9669,false,"TDS JMB",false,Banten,success,Asia/Jakarta,,1720816971,1721280392.3985,5430,socks4,socks4://202.179.184.34:5430,true,4139.0154361725,1284,63261,1.9893097838717,202.179.184.34
true,1721276181.967,transparent,7099.4466537255,1714025078.7747,"AS398229 Mobile Communications, LLC",MCLLC-RANGE-01,"Itta Bena","North America",NA,"United States",US,,false,"Mobile Communications, LLC",33.473,-90.3449,true,"Mobile Communications, LLC",true,Mississippi,success,America/Chicago,38941,1720724577,1721276181.967,8104,http,http://66.54.106.56:8104,false,3697.7608203888,7828,81840,8.7299817103091,66.54.106.56
true,1721269208.5395,anonymous,5929.4750508455,1710700393.0931,"AS29256 Syrian Telecommunication Private Closed Joint Stock Company",INT-PDN-STE-AS,Damascus,Asia,AS,Syria,SY,"Al ‘Uqaybah",false,"STE Public Data Network Backbone and LIR",33.5192,36.3018,false,,false,"Damascus Governorate",success,Asia/Damascus,,1720981434,1721269208.5395,80,http,http://82.97.215.243:80,false,5490.2181625366,8954,74882,10.680375972136,82.97.215.243
true,1721268602.2335,elite,5279.4116637706,1710564994.6713,"AS9891 CS LOXINFO Public Company Limited.",CSLOX-IDC-AS-AP,"Huai Khwang",Asia,AS,Thailand,TH,"Khwaeng Huai Khwang",false,"CS Loxinfo Public Company Limited",13.7697,100.574,false,,true,Bangkok,success,Asia/Bangkok,10320,1720810920,1721268602.2335,80,http,http://27.254.46.194:80,false,1593.0960178375,9818,72276,11.959461105562,27.254.46.194
true,1721260051.2938,elite,3910.0791273568,1710540162.7866,"AS14080 Telmex Colombia S.A.","Telmex Colombia S.A.","Buenos Aires","South America",SA,Colombia,CO,,false,"Telmex Colombia S.A.",3.01397,-76.6461,false,"Telmex Colombia S.A.",false,"Cauca Department",success,America/Bogota,,1720848449,1721260051.2938,44550,socks4,socks4://190.144.224.182:44550,true,753.22318077087,7650,105614,6.7541319395395,190.144.224.182
true,1721257863.8711,elite,10855.572120199,1720239215.9883,"AS202044 Getechbrothers, MB",Getechbrothers-Internet,London,Europe,EU,"United Kingdom",GB,,false,"Getechbrothers, MB",51.4995,-0.196679,false,"Code Uk2",false,England,success,Europe/London,W1H,1720912311,1721257863.8711,6016,socks4,socks4://104.143.224.155:6016,true,12692.06571579,53,7120,0.73888191830475,104.143.224.155
true,1721254311.634,transparent,6974.4465615975,1710634572.1757,"AS8452 TE-AS",TE-AS,Cairo,Africa,AF,Egypt,EG,,false,"TE Data",30.0588,31.2268,false,,false,"Cairo Governorate",success,Africa/Cairo,,1721001931,1721254311.634,8080,http,http://81.10.80.155:8080,false,5146.2898254395,6745,75005,8.2507645259939,81.10.80.155
true,1721252192.6768,elite,6187.0930733173,1711224466.8878,"AS27951 Media Commerce Partners S.A","Media Commerce Partners S.A",Bucaramanga,"South America",SA,Colombia,CO,,false,"Media Commerce Partners S.A",7.1224,-73.1222,false,"Palmas Del Cesar SA",false,"Santander Department",success,America/Bogota,680003,1720935562,1721252192.6768,4153,socks4,socks4://181.225.78.66:4153,true,1781.0478210449,1652,81831,1.9788459925973,181.225.78.66
true,1721250237.2195,elite,3641.3990682404,1710540143.876,"AS8400 TELEKOM SRBIJA a.d.",TELEKOM-AS,Belgrade,Europe,EU,Serbia,RS,,false,"TELEKOM SRBIJA a.d.",44.8125,20.4612,false,"Skupstina stanara solitera Y",false,"Central Serbia",success,Europe/Belgrade,,1720827134,1721250237.2195,56921,socks4,socks4://91.150.77.57:56921,true,219.65718269348,6269,107360,5.5170775066224,91.150.77.57
true,1721248075.7366,elite,4336.6487845778,1720472772.1487,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,SCALEWAY,48.8323,2.4075,false,ONLINE,true,Île-de-France,success,Europe/Paris,75001,1721100832,1721248075.7366,10709,socks4,socks4://51.159.152.12:10709,true,728.94597053528,32,5121,0.62099747719775,51.159.152.12
true,1721227429.9635,elite,10721.894275684,1715760163.4194,"AS24631 Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS",FANAPTELECOM-FCP,Tehran,Asia,AS,Iran,IR,"District 3",false,"Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS",35.7603,51.4316,false,Fanaptelecom,true,Tehran,success,Asia/Tehran,,1721117544,1721227429.9635,60003,socks4,socks4://78.158.160.137:60003,true,18009.993553162,312,37767,0.8193492476168,78.158.160.137
true,1721225154.885,elite,10478.437680751,1716042977.0428,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Zhengzhou,Asia,AS,China,CN,,false,"CNC Group CHINA169 Henan Province Network",34.7472,113.625,false,"Zhengzhou Gainet Computer Network Technology Co., Ltd.",true,Henan,success,Asia/Shanghai,450000,1721013432,1721225154.885,808,socks4,socks4://116.255.175.165:808,true,17412.986278534,256,33405,0.76052404860224,116.255.175.165
true,1721224540.664,elite,3174.6916951337,1697060267.8006,"AS12301 Invitech ICT Services Kft.",Invitech,Taktakenéz,Europe,EU,Hungary,HU,,false,"Invitech ICT Services Kft.",48.0531,21.2179,false,SzerSzoft,false,Borsod-Abaúj-Zemplén,success,Europe/Budapest,3924,1720830457,1721224540.664,5678,socks4,socks4://213.16.81.147:5678,true,1168.2770252228,8935,148602,5.6716834775323,213.16.81.147
true,1721224101.5318,elite,9440.262382866,1717491597.5156,"AS133944 trafficforce, UAB",Trafficforce-Internet-Services,Orangeburg,"North America",NA,"United States",US,,false,"Tesonet, UAB",41.0416,-73.9572,false,"Collins Communications",true,"New York",success,America/New_York,10962,1721032655,1721224101.5318,5945,socks4,socks4://193.148.92.18:5945,true,11408.588886261,117,15978,0.72693383038211,193.148.92.18
true,1721222213.6591,elite,7118.8946409923,1720506862.8753,"AS44901 Belcloud LTD",belcloud,Sofia,Europe,EU,Bulgaria,BG,,true,"Belcloud LTD",42.6951,23.325,false,"S3 Company Ltd",true,Sofia-Capital,success,Europe/Sofia,1000,1721164167,1721222213.6591,4453,socks4,socks4://88.80.150.7:4453,true,10777.649879456,41,5132,0.79257684129132,88.80.150.7
true,1721217792.3784,elite,1096.7157681783,1720476364.6054,"AS53813 ZSCALER, INC.",ZSCALER-INC,Mumbai,Asia,AS,India,IN,,false,"ZSCALER, INC.",19.0748,72.8856,false,"Zscaler Softech India Private Limited",false,Maharashtra,success,Asia/Kolkata,400070,1720697498,1721217792.3784,10230,http,http://136.226.255.24:10230,false,324.63264465332,6,5540,0.1081860800577,136.226.255.24
true,1721214967.3619,elite,4490.2011830677,1717230977.964,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1720908639,1721214967.3619,1661,socks4,socks4://67.43.227.227:1661,true,455.14917373657,258,31846,0.80363817592823,67.43.227.227
true,1721210128.9705,transparent,6593.8794374449,1710566143.6286,"AS265661 Fernando German Fischer (FIBERNET TELECOM)","Fernando German Fischer FIBERNET TELECOM","San Antonio","South America",SA,Argentina,AR,,false,"Fernando German Fischer (FIBERNET TELECOM)",-26.0551,-53.7308,false,,false,Misiones,success,America/Argentina/Cordoba,3366,1721017644,1721210128.9705,999,http,http://45.4.252.217:999,false,7131.3304901123,14153,138246,9.2868063438736,45.4.252.217
true,1721204226.6161,elite,6467.4068663084,1713538661.8965,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1721117044,1721204226.6161,38050,socks4,socks4://162.240.239.103:38050,true,15258.377790451,4404,57113,7.1589967000992,162.240.239.103
true,1721201423.4323,elite,878.67372686213,1719578444.6907,"AS53813 ZSCALER, INC.",ZSCALER-INC,Mumbai,Asia,AS,India,IN,,false,"ZSCALER, INC.",19.0748,72.8856,false,"Zscaler Softech India Private Limited",false,Maharashtra,success,Asia/Kolkata,400017,1721047201,1721201423.4323,10370,http,http://136.226.255.23:10370,false,602.27298736572,11,4341,0.25275735294118,136.226.255.23
true,1721201423.0182,elite,1286.721209685,1719579075.1135,"AS53813 ZSCALER, INC.",ZSCALER-INC,Mumbai,Asia,AS,India,IN,,false,"ZSCALER, INC.",19.0748,72.8856,false,"Zscaler Softech India Private Limited",false,Maharashtra,success,Asia/Kolkata,400017,1721062470,1721201423.0182,10890,http,http://136.226.255.23:10890,false,690.74249267578,12,5361,0.22333891680625,136.226.255.23
true,1721200879.7738,elite,10236.770631669,1717173792.7977,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8714,2.32141,false,ONLINE,true,Île-de-France,success,Europe/Paris,75008,1720964212,1721200879.7738,23788,socks4,socks4://212.83.143.159:23788,true,11702.755212784,267,32368,0.81814003370614,212.83.143.159
true,1721193083.69,elite,9028.9259405419,1716522735.9904,"AS17552 True Online",TRUEONLINE-AS-AP,"Phra Nakhon Si Ayutthaya",Asia,AS,Thailand,TH,,false,"True Internet Co., Ltd.",14.3513,100.5815,false,"TRUE BB",true,"Phra Nakhon Si Ayutthaya",success,Asia/Bangkok,13120,1720670183,1721193083.69,8888,socks4,socks4://124.122.232.38:8888,true,12041.898488998,202,24348,0.82281059063136,124.122.232.38
true,1721190429.7224,elite,5031.5722692622,1713961386.275,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Ashburn,"North America",NA,"United States",US,,false,"GoDaddy.com, LLC",39.0469,-77.4903,false,"GoDaddy.com, LLC",true,Virginia,success,America/New_York,20149,1720697967,1721190429.7224,22179,socks4,socks4://132.148.166.93:22179,true,936.115026474,549,52060,1.0435476819556,132.148.166.93
true,1721189960.7215,transparent,6019.4939433748,1716597548.5066,"AS45305 Lintas Data Prima, PT",LDP-AS-ID,Kasihan,Asia,AS,Indonesia,ID,,false,"PT Lintas Data Prima",-7.81164,110.336,false,,true,Yogyakarta,success,Asia/Jakarta,,1720724984,1721189960.7215,8090,http,http://103.28.114.140:8090,false,1084.4595432281,7945,71892,9.9515262347032,103.28.114.140
true,1721189101.1347,transparent,7393.4169402836,1710563309.2122,"AS24521 PT. DATA Utama Dinamika",DATAUTAMA-NET-AS-ID,Surabaya,Asia,AS,Indonesia,ID,,false,DATAUTAMANET,-7.27295,112.743,false,,false,"East Java",success,Asia/Jakarta,,1721014313,1721189101.1347,8080,http,http://112.109.16.51:8080,false,6388.4544372559,13250,92313,12.551746350521,112.109.16.51
true,1721189032.7133,elite,3858.4237488988,1716905132.4094,"AS53667 FranTech Solutions",PONYNET,"New York","North America",NA,"United States",US,,true,"FranTech Solutions",40.7038,-74.0138,false,"FranTech Solutions",true,"New York",success,America/New_York,10004,1721187944,1721189032.7133,30720,socks4,socks4://198.98.59.190:30720,true,3546.0731983185,281,34582,0.80601210452342,198.98.59.190
true,1721187855.0491,elite,7920.5288812904,1717250552.167,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00100,1720939791,1721187855.0491,10260,socks4,socks4://95.216.29.208:10260,true,10789.370298386,193,24876,0.7698751446009,95.216.29.208
true,1721186178.1534,elite,7560.5876740261,1710703221.8324,"AS27843 WIN EMPRESAS S.A.C.","WIN EMPRESAS S.A.C.",Lima,"South America",SA,Peru,PE,,false,"WIN EMPRESAS S.A.C",-12.0432,-77.0282,false,"Miraflores De Turismo S.A.C",true,"Lima Province",success,America/Lima,,1721154769,1721186178.1534,47029,http,http://190.12.95.170:47029,false,5602.2515296936,10212,164254,5.8532894661424,190.12.95.170
true,1721182416.9187,elite,6331.3854924841,1711509732.1769,"AS40021 Nubes, LLC",NL-811-40021,"St Louis","North America",NA,"United States",US,,false,"Nubes, LLC",38.6364,-90.1985,false,"Contabo Inc",true,Missouri,success,America/Chicago,63101,1720814388,1721182416.9187,14289,socks4,socks4://207.244.255.174:14289,true,3609.5523834229,2252,64227,3.3875359135968,207.244.255.174
true,1721175818.2122,elite,4316.1564041052,1704773682.6395,"AS48282 Hosting technology LTD",VDSINA-AS,Moscow,Europe,EU,Russia,RU,,true,"Hosting technology LTD",55.7483,37.6171,false,"Hosting technology LTD",true,Moscow,success,Europe/Moscow,101776,1720921058,1721176053.7657,80,socks4,socks4://178.20.45.29:80,true,3203.8130760193,13487,93710,12.581508810881,178.20.45.29
true,1721175357.6656,elite,10139.910636842,1718692648.2419,"AS8036 University of Tulsa",UTULSA-AS,Tulsa,"North America",NA,"United States",US,,false,"University of Tulsa",36.1493,-95.9499,false,"University of Tulsa",false,Oklahoma,success,America/Chicago,74104,1721140867,1721175357.6656,8888,socks4,socks4://129.244.224.24:8888,true,17509.976148605,160,20131,0.78852693312306,129.244.224.24
true,1721174027.0653,elite,10920.240323874,1716325130.0262,"AS29571 Orange Côte d'Ivoire",ORANGE-COTE-IVOIRE,Abidjan,Africa,AF,"Ivory Coast",CI,,false,"ORANGE COTE D'IVOIRE",5.3536,-4.0012,true,"Orange Côte d'Ivoire",false,Abidjan,success,Africa/Abidjan,,1720635485,1721174027.0653,32755,socks4,socks4://154.68.43.182:32755,true,794.6355342865,353,40771,0.85837953506468,154.68.43.182
true,1721166492.9389,elite,4579.6429413963,1710682107.182,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A.",-23.5558,-46.6396,false,"Claro S.A",true,"São Paulo",success,America/Sao_Paulo,01000-000,1720701541,1721166492.9389,4145,socks4,socks4://200.214.154.135:4145,true,1017.6653862,4213,101831,3.9728791822262,200.214.154.135
true,1721160854.3041,elite,3871.8572125506,1719367322.7786,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,HETZNER-DC,false,Uusimaa,success,Europe/Helsinki,00100,1720645783,1721160854.3041,8080,socks4,socks4://95.216.194.176:8080,true,267.35043525696,67,12047,0.55307908205382,95.216.194.176
true,1721159973.9975,transparent,6364.7294622686,1710578386.9871,"AS141642 PT Ring Media Nusantara",IDNIC-RINGNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,WMS,-6.2114,106.8446,false,"PT Wave Media Service",true,Jakarta,success,Asia/Jakarta,,1721030659,1721159973.9975,8080,http,http://103.190.171.137:8080,false,8086.1048698425,13598,149971,8.3133112020004,103.190.171.137
true,1721154199.1322,elite,8572.2082848011,1712079049.4532,"AS23470 ReliableSite.Net LLC",RELIABLESITE,Miami,"North America",NA,"United States",US,,true,"ReliableSite.Net LLC",25.8119,-80.2318,false,"ReliableSite.Net LLC",true,Florida,success,America/New_York,33142,1721124735,1721154199.1322,22917,socks4,socks4://172.93.111.87:22917,true,16412.173748016,1349,60658,2.175560823778,172.93.111.87
true,1721135965.3583,transparent,6415.259783203,1710699808.5196,"AS25255 Hutchison Drei Austria GmbH",H3G-Austria-AS,Vienna,Europe,EU,Austria,AT,Floridsdorf,false,"Network of Hutchison Drei Austria GmbH",48.2641,16.402,true,"Hutchison Drei Austria GmbH",false,Vienna,success,Europe/Vienna,1210,1721119996,1721135965.3583,8080,http,http://77.119.250.129:8080,false,4403.4299850464,2789,91100,2.9705290289597,77.119.250.129
true,1721129179.1403,transparent,6911.8190428321,1710786181.5046,"AS132746 Infolink System",INFO22-AS,Panipat,Asia,AS,India,IN,,false,"Infolink System",29.3885,76.9669,false,,false,Haryana,success,Asia/Kolkata,132103,1721044011,1721129179.1403,83,http,http://103.163.244.49:83,false,6785.6390476227,8437,127761,6.1946577776472,103.163.244.49
true,1721129163.6505,transparent,7945.6426239582,1715199440.344,"AS132746 Infolink System",INFO22-AS,Panipat,Asia,AS,India,IN,,false,"Infolink System",29.3885,76.9669,false,,false,Haryana,success,Asia/Kolkata,132103,1720991061,1721129163.6505,82,http,http://103.163.244.49:82,false,1897.9983329773,3194,59825,5.0683127310811,103.163.244.49
true,1721107880.0053,elite,5849.2562055964,1710195062.8231,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2069,-111.642,false,"Unified Layer",true,Utah,success,America/Denver,84606,1720907761,1721107880.0053,43581,socks4,socks4://162.214.154.141:43581,true,7566.780090332,1901,56765,3.2403777315651,162.214.154.141
true,1721103608.1861,transparent,5831.1790850625,1710586263.8175,"AS21003 General Post and Telecommunication Company (GPTC)",GPTC-AS,Tripoli,Africa,AF,Libya,LY,"Hai Alandalus",false,Rawafed,32.8744,13.1321,false,,false,Tripoli,success,Africa/Tripoli,,1720843878,1721103608.1861,8080,http,http://154.73.29.161:8080,false,7363.2872104645,2010,19519,9.3362441358168,154.73.29.161
true,1721093183.0284,elite,1624.8748102924,1696987201.8007,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1720817300,1721093183.0284,4145,socks4,socks4://72.195.34.42:4145,true,793.03193092346,103129,58346,63.86685245394,72.195.34.42
