post_date,job_title,job_description,company,location,seniority,employement_type,job_functions,industry
4 months ago,Ingénieur Devops,"Description de l'entrepriseSopra HR Software, filiale de Sopra Steria, offre des solutions RH complètes parfaitement adaptées aux besoins des Directions des Ressources Humaines et aux organisations de moyennes et grandes tailles, des secteurs public et privé.Spécialiste du pilotage des RH, de la paie et du talent management dans un contexte local et international, Sopra HR accompagne plus de 950 clients, en mode « on-premise » ou mode cloud.Partenaire de la réussite de la transformation digitale de ses clients vers la RH 3.0, Sopra HR, acteur global des Ressources Humaines, privilégie la Co-innovation, favorise les enjeux de performance RH et met en avant l’expérience collaborateur.Description du posteL’ingénieur Devops est rattaché à la Direction des opérations de Production Cloud de SHRS, et précisément à l’équipe NSS Delivery.Il travaille en étroite collaboration avec les équipes d’architecture et de déploiement afin d’industrialiser les installations et les configurations.MissionsMettre en place l’intégration continue/distribution continue (CI/CD).Participer à la conception de prérequis d'architecture et appliquer les recommandations techniques.Installer et configurer des outils intervenant dans la chaine Devops.Participer à l’alignement de l’architecture cible suivant les plans élaborés par les architectes.Industrialiser les installations systèmes et les configurations applicatives.Participer à la définition et l’implémentation des outils nécessaires pour assurer et optimiser l’industrialisation des installations.Participer à l’automatisation de l’installation des composants HRA ainsi qu’à l’amélioration continue.QualificationsDiplômé(e) d’une école d’ingénieur ou d’un parcours universitaire technique, vous justifiez d’au moins 2 à 5 ans d’expérience professionnelle en tant qu’un ingénieur Devops :Maîtrise de la plateforme OpenShift.Expérience de 2 ans minimum en administration système Linux et Windows.Expérience en déploiement d’applications sur les serveurs d'application du type Apache, Tomcat.Scripting Shell.Administration de bases de données Oracle, SQL Server.Capacité de synthèse, de présentation des travaux effectués et de rédaction de documentations/capitalisationsInformations complémentairesAutonomie, Responsabilité, organisé, rigoureux, Très bonne qualité relationnelle et rédactionnelle",Sopra HR Software,"Tunis, Tunis, Tunisia",Entry level,Full-time,Engineering and Information Technology,Human Resources Services
2 weeks ago,"Trabajadores de Construcción (Electricista, Plomero, Soldador)","Agrikol Group es una empresa fundada hace 20 años y ahora es el proveedor líder mundial de soluciones completas para invernaderos y casas de cristal. Estamos comprometidos a ofrecer servicios de alta calidad y ofrecemos una amplia gama de servicios como construcción de invernaderos, supervisión, mantenimiento y proyectos ""llave en mano"".Estamos contratando: Trabajadores de Construcción (Electricista, Plomero, Soldador)Condiciones de Trabajo:Ubicación: Trabajo de campoPeriodo de Prueba: 3 mesesTipo de Empleo: Tiempo completoContrato: Plazo fijo, 12 meses con posibilidad de extensiónPosibilidad de Empleo PermanenteLo que Esperamos de los Candidatos:Diploma de secundaria como mínimoAl menos 1 año de experiencia laboralConocimiento de inglésConfiabilidad, precisión e independenciaBuenas habilidades de comunicación y trabajo en equipoLo que Ofrecemos:Oportunidades de capacitación adicionalSalario regularOportunidades de ascensoRecompensas y bonificaciones basadas en el desempeñoViaje y transporte pagados hacia y desde el trabajoAlojamiento pagadoSi estás interesado en esta oportunidad, por favor envía tu CV",Agrikol Mexico,"Gabes, Gabès, Tunisia",Full-time,,,
3 months ago,Architecte organique axé sur le développement d'application et de site web,"TEHORA est présentement à la recherche d'un Architecte Organique ayant d'excellentes aptitudes techniques, d'excellentes connaissances et qui souhaite mettre à profit ses compétences au sein d'une équipe polyvalente.Sans être exhaustifs, voici les services et livrables que devra fournir la personne retenue.Description des travaux ou des biens livrables :Participer à l'élaboration de dossiers d'affaires qui auront pour objectifs le remplacement de divers produits ; participer aux travaux de réalisation ou de mise en place de solution de remplacement; Procéder à l'identification des solutions en faisant preuve d'ingéniosité, rencontrant les nouvelles tendances en TI;Accompagner les équipes de développement et infrastructures dans l'appropriation de la plateforme OpenShift; Garantir les arrimages et l'intégration harmonieuse des solutions dans les écosystèmes touchés ; Participer à des ateliers de travail avec les clientèles du client, avec les équipes (infrastructure et développement) de la direction des technologies de l'information (DTI) ;Réaliser les preuves de concept qui permettront de confirmer la viabilité des scénarios élaborés ;Travailler de paire avec les chargés de projets ou les coordonnateurs dans l'évaluation des efforts et des coûts de réalisation des divers travaux ; Réaliser toute autre activité inhérente au rôle d'architecte organique; Effectuer le transfert de connaissances vers les ressources internes du clientRequirementsFaire preuve d'une grande capacité d'autonomie ;Faire preuve de créativité et d'adaptabilité lors de recherche de solutionsMaîtriser les communications écrites et oralesPosséder 5 ans d'expériences en TI dont 3 en tant qu'architecte organiqueBenefitsDu télétravail et de la flexibilité pour s'adapter à vos obligations familiales;Une culture entrepreneuriale favorisant la créativité et l'innovation;Horaires flexibles (selon le type de contrat de travail)Congés en cas de maladie et à l'occasion d'événements familiaux;Outils informatiques adaptés;Espace de travail épanouissant et motivant;Initiatives sociales et environnementales;Programme d'apprentissage en milieu de travail;Cheminement de carrièreSALAIRELe salaire sera calculé sur la base du taux horaire moyen correspondant à votre profil.LIEU DE TRAVAILLe lieu de travail sera déterminé selon le mandat, il peut être en télé travail ou chez le client.POURQUOI SE JOINDRE À TEHORA?TEHORA est une firme québécoise multidisciplinaire reconnue pour l'excellence de ses services professionnels, de nature technique et de gestion de projets à l'échelle nationale et internationale. Notre mission est d'accompagner nos clients dans la concrétisation de leurs projets par l'excellence de notre savoir-faire et de notre créativitésances vers les ressources internes du client",TEHORA inc.,Tunisia,Entry level,Full-time,Information Technology,Primary and Secondary Education and Non-profit Organizations
2 days ago,assisstant banqueting manager,"Job Number 24128472Job Category Food and Beverage & CulinaryLocation Sheraton Tunis Hotel, Avenue de la Ligue Arabe, Tunis, Tunisia, Tunisia VIEW ON MAPSchedule Full-TimeLocated Remotely? NRelocation? NPosition Type ManagementJob SummaryAssists in leading the property’s banqueting operation, i. Position oversees the development and implementation of departmental strategies and ensures implementation of the brand service strategy and brand initiatives. The position ensures the food and beverage/culinary operation meets the brand’s target customer needs, ensures employee satisfaction, focuses on growing revenues and maximizes the financial performance of the department. Delivers products and services to meet or exceed the needs and expectations of the brand’s target customer and property employees and provides a return on investment.CANDIDATE PROFILE Education And Experience High school diploma or GED; 6 years experience in the food and beverage, culinary, event management, or related professional area.OR 2-year degree from an accredited university in Food Service Management, Hotel and Restaurant Management, Hospitality, Business Administration, or related major; 4 years experience in the food and beverage, culinary, event management, or related professional area.CORE WORK ACTIVITIESDeveloping and Executing Food and Beverage Strategy and Goals Works with direct reports to develop and implement promotions, food and wine pairings, menu items and presentations. Develops a food and beverage operating strategy that is aligned with the brand’s business strategy and leads its execution. Ensures integration of departmental goals in game plans.Leading Food and Beverage Teams Ensures that regular, on-going communication occurs in all areas of food and beverage (e.g., pre-meal briefings, staff meetings, culinary team). Works with direct reports to review business in house and potential business in surrounding area and troubleshoot potential challenges/conflicts. Ensures that regular, on-going communication occurs in all areas of food and beverage (e.g., pre-meal briefings and staff meetings). Reviews staffing levels to ensure that guest service and operational needs are met. Sets expectations and holds food and beverage leadership team accountable for demonstrating desired service behaviors. Provides feedback to employees based on observation of service behaviors. Utilizes employee feedback and an “open door” policy to identify and address employee problems or concerns in a timely manner. Communicates critical information gained from pre- and post-convention meetings to areas of responsibility. Estimate food, liquor, wine, and other beverage consumption in order to anticipate amounts to be purchased or requisitioned. Order and purchase equipment and supplies.Maximizing Food and Beverage Revenue Reviews financial reports and statements to determine how Food and Beverage is performing against budget. Ensures cash control and liquor control policies are in place in food & beverage areas and followed by all related employees. Encourages calculated risk-taking to generate incremental revenue and deliver Savvy Service.Ensuring Exceptional Customer Service Creates an atmosphere in all food and beverage areas that meets or exceeds guest expectations. Reviews comment cards, guest satisfaction results and other data to identify areas of improvement. Strives to improve service performance.Managing and Conducting Human Resource Activities Ensures property policies are administered fairly and consistently, disciplinary procedures and documentation are completed according to Standard and Local Operating Procedures (SOPs and LSOPs) and supports the Peer Review Process. Conducts annual performance appraisals with direct reports according to Standard Operating Procedures. Communicates and executes departmental and property emergency procedures. Hires food & beverage leadership team members who demonstrate strong functional expertise, creativity and entrepreneurial leadership to meet the business needs of the operation. Ensures new hires participate in the department’s orientation program and receive the appropriate new hire training to successfully perform their job. Sets goals and expectations for direct reports using the performance review process and holds staff accountable for successful performance. Establishes guidelines so employees understand expectations and parameters. Ensures employees receive on-going training to understand guest expectations.Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.When you join the Sheraton family, you become a member of its global community. We’ve been a place to gather and connect since 1937. At Sheraton, associates create a sense of belonging in more than 400 communities around the world. We invite, we welcome, and we connect guests through engaging experiences and thoughtful service. If you’re a team player who is excited to deliver a meaningful guest experience, we encourage you to explore your next career opportunity with Sheraton. Join us on our mission to be ‘The World’s Gathering Place’. In joining Sheraton Hotels & Resorts, you join a portfolio of brands with Marriott International. Be where you can do your best work, begin your purpose, belong to an amazing global team, and become the best version of you.",Marriott International,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Management and Manufacturing,Hospitality
5 months ago,Oferta: Serralheiro Mecânico (m/f),"Oferta: Serralheiro Mecânico (m/f):iman portugalDescrição Do EmpregoSerralheiro Mecânico (m/f)»IMAN PORTUGAL»24-12-2024»Ref: 7359399»Beja»Conservação / Manutenção / TécnicaDetalhe Da OfertaO Grupo IMAN, fornecedor de serviços globais na área de emprego (trabalho temporário e recrutamento e seleção) e prestação de serviços de recursos humanos (outsourcing), presente em Espanha, França e Portugal com o total de 103 escritórios, está a recrutar para conceituada Referência da oferta:Serralheiro Mecânico (m/f)FunçãoIntegrado no departamento de manutenção, ficará responsável por realizar as manutenções preventivas e reparações em máquinas agrícolas e industriais.Requisitos experiência em funções similares espírito de equipa disponibilidade de horário transporte próprio (para deslocações para o Referência da oferta:) residência na zona de Beja (preferencial)Condições remuneração de acordo com a experiência projecto de continuidade integração em empresa em crescimentoCandidaturas no sítio ou para o endereço de e-mail *** Candidatura Online ***(coloque ""SERBEJA"" no assunto)Todas as candidaturas serão tratadas com confidencialidade ao abrigo da Lei de Proteção de Dados.Alvará nº 776/15, concedido pelo IEFPCompetênciasMais Ofertas de Emprego Semelhantes:",IMAN PORTUGAL,"Béja, Béja, Tunisia",Entry level,Full-time,Management and Manufacturing,Human Resources Services
2 weeks ago,"Customer Support Officer, French speakers","LittleBIG Connection is actively looking for a Customer Support Officer for French speakers in Tunis!Responsibilities:Become the platform expert and be the point of contact to a wide range of customer users globally.Daily assist the users of the platform by chat, mail or call on level 1 and level 2 requests.Escalating level 3 request and follow-up of the incident resolution.Collaborate internally with business, IT and finance team on problem solving.Train your client’s staff and their selected partners to use our services and platform by organizing webinars, individual training sessions, day-to-day support and any other good idea!Contribute to the improvement of our technical platform and services.Gathering and escalating most common assistance request to the product development team so as to improve the platform overall.Contribute to the account management strategy in performing analysis of the received request and customer habits.Required Skills:You have at least 1 year of prior experience in Customer Service or Support and a good interest for digital products and the digital industry.Prior experience in support and customer success (strong plus for digital products or services).Ability to tackle complexity and to pay attention to details.Excellent communication skills: good communicator, innovative, customer service oriented, proactive and responsive.Problem-solving skills.Being curious and eager to learn from scratch the functionalities of a SaaS product.Fluency in French and English, both spoken and written.Ability to work in a team and autonomously.",LittleBig Connection,"Tunis, Tunisia",Entry level,Full-time,Customer Service,Software Development
1 month ago,Symfony developer,"Metricalo is a one stop shop for e-commerce. With our product we aim to act as a facilitator to customers by providing:E-Commerce solutionsMarketing integrationsCustomer retentionKPI insight Metricalo is convinced that working together will create a synergetic effect on all parties, whether they are customers or employees, we aim to grow together, from traffic to conversion, from revenues to profitability. Mission Metricalo aims to be the best one-stop shop within the ecommerce industry by providing high-quality products which scale the performance of its customers Our Values are Cooperative, Trust, Innovative, Passionate, Entrepreneurial, Driven, Secure, KnowledgeableThe RoleWe are actively seeking an experienced Symfony Backend Developer to join our team, specializing in payment gateway integrations. The successful candidate will work alongside a software architect with many years of experience in payment solutions, focusing on building and designing applications tailored to our specific needs.You Will Be Responsible ForAnalyze, maintain, and improve the company’s Symfony based projects.Develop and maintain comprehensive test coverage for the system to ensure the stability and reliability of the application.Plan and execute the migration of the system to newer versions of Symfony while maintaining compatibility with existing features and integrations.Collaborate with cross-functional teams to gather requirements and provide technical guidance during the upgrade process.Identify and resolve performance bottlenecks and optimize system performance.Document processes, procedures, and technical specifications for the system and its components.Provide mentorship and guidance to junior team members and contribute to their professional growth.Stay up-to-date with industry trends, best practices, and emerging technologies to ensure the continuous improvement of our software development processesIdeal ProfileYou possess a Degree/Diploma in Computer Science, Engineering or related field.You have at least 3+ years experience, ideally within a Symfony developer role.You have working knowledge of Symfony and payment gatewayYou possess strong analytical skills and are comfortable dealing with numerical dataYou are highly goal driven and work well in fast paced environmentsYou are a strong team player who can manage multiple stakeholdersStrong background in software development, specifically with Symfony.Previous experience with payment gateway integrations is a must.Previous experience standardizing gateway integrations is a bonus.Deep understanding of various integration methodologies and payment transaction types.Proven ability to design and implement efficient and secure solutions for complex payment systems.Knowledge of modern development workflows and a commitment to continuous improvement and quality assurance.What's on Offer?Work within international company with a solid track record of successExcellent career development opportunitiesFlexible working optionsCollaborative work environment and supportive team cultureA competitive compensation package",Metricalo,Tunisia,Mid-Senior level,Full-time,Engineering and Information Technology,Information Services
4 weeks ago,Conseiller Client en Administration des Ventes BILINGUE (Français + Anglais C1),"Créée en 2016, Free2Move 🚀 simplifie les usages liés à la mobilité en proposant une large offre de services pour satisfaire les besoins de 🚘 déplacement de tous.Avec Free2Move, vous pouvez louer une citadine pour votre séjour en Italie 🏖️, trouver la borne de recharge ♻️ la plus proche pour votre véhicule électrique en Europe, réserver un parking durant votre week-end à Paris… le tout en un clic, sur notre plateforme web/mobile ! 📲Née du rapprochement du Groupe Stellantis 🚗 et de la start-up TravelCar, Free2Move, grâce à son agilité et à son esprit de conquête a réussi à s'imposer en à peine 6 ans 🚀 comme un acteur de référence pour révolutionner la mobilité de tous les voyageurs.Devenu le réflexe #1 pour plus de 6 millions d'utilisateurs 👑, Free2Move opère dans plus de 170 pays à travers les 5 continents 🌎, est disponible en 30 langues et 26 devises.5 000 partenaires nous font confiance et plusieurs centaines de milliers de véhicules sont disponibles !Si vous souhaitez rejoindre une équipe de 250🏆 experts et des projets internationaux audacieux, alors vous êtes au bon endroit ! 🎯Vous évoluerez dans une structure ultra-dynamique, innovante, agile, tournée vers l'international et intégrerez nos talentueuses ❤️équipes♥️, pleines d'idées et de motivation et aux compétences pluridisciplinaires, à la croisée de l'éco-système digital et du secteur de l'automobile, en pleine mutation.💺 REJOIGNEZ-NOUS !💯C'est passionnant, vous verrez🔥!Dans le cadre de sa croissance, Free2Move Tunisia recherche un Conseiller Client en Administration des Ventes pour renforcer ses équipes.Vos missions:La coordination entre les différents départements impliqués dans le processus de vente, tels que l'opération, la logistique et la comptabilité.Assurer la satisfaction des clients en leur fournissant un service efficace et fiable tout en veillant sur la rentabilité de l'activité.Prendre en charge des commandes clients, la vérification de leur exactitude et de leur faisabilitéGérer des contrats ou dossiers clients: l'émission des factures, le suivi des paiements, la communication avec les clients pour les informer de l'état de leurs commandes, ainsi que la résolution des problèmes ou des litiges liés aux ventes.Faire le suivi de la facturation des loyers: garantir l'activation/ désactivation de la facturation à la livraison/ restitution.Gérer la partie Post-RestitutionGérer les FraudesLes compétences attendues:Un niveau parfait en Anglais et en Français à l'écrit et à l'oral.l'autonomie sur vos missionsVous êtes capable de suivre et d'appliquer les consignes de vos managersVous avez une excellente capacité d'analyse et de compréhensionPolyvalent & curieux, vous êtes une vraie touche à toutVous faites preuve d'implication et de motivationCe que nous offrons:Prise de poste AsapSalaire attractifPrime sur objectifsPrésence sur site obligatoire les deux premiers mois puis poste Hybride en fonction du niveau d'autonomie et des KPI40 h hebdo soit 8 h / jour travaillées 2 jours de repos Samedi et DimancheTravaille les fériés Tunisiens avec rémunération double pour les jours chômés payés en Tunisie en fonction des besoins de l'activitéCDI avec 20 jours de congés annuelsFormation 4 semaines rémunérée en M+1Travailler chez Free2Move, c'est intégrer une tribu dans laquelle la culture de la performance riment avec bonne ambiance. Et c'est aussi :Un esprit start-up soutenu par un grand Groupe 🥇Selon votre mission, une possibilité de travailler en full remote où que vous soyez, en hybride ou au sein de nos différents bureaux ! ⛵️L'opportunité de révolutionner les usages de la mobilité avec nous ! 🚘Une intégration soignée pour bien démarrer 🎁Beaucoup de possibilités d'évolution 📈Une collaboration avec des équipes pluridisciplinaires et internationales 💪🏼Des projets internationaux pour parfaire votre background! 🌍Des Tickets restaurants de 5 dinars par jour travailléUne Assurance groupe !Des battles de foot pour décompresser ⚽️",Free2move Tunisia,"Tunis, Tunisia",Not Applicable,Full-time,Customer Service,Consumer Services
4 months ago,SEO Specialist,"Job Title: SEO & SpecialistReports to: Marketing ManagerKey interactions: Marketing Department, Sales Department, IT DepartmentJob Purpose/Role Description: The SEO Specialist will support in defining marketing strategies, identifying the most appropriate message, and executing these strategies. Their responsibilities include monitoring outcomes, identifying new markets, and positioning MASS Analytics’ services and products effectively. The need to keep up to date with trends in social media marketing, online marketing, and SEO.Key Responsibilities:Manage and optimize the company website (Maintain Content, Speed, SEO Performance, etc.).Assist in ongoing marketing campaigns.Develop strategies and goals.Execute strategic tasks and monitor outcomes.Prepare reports and marketing presentations.Produce the necessary marketing materials.Develop and implement internal brand management strategies.Manage and optimize content for the company website.Identify trends and insight and optimize spend and performance.Qualifications & Experiences:BSc/BA in business administration, marketing, communications, or relevant field.2 years of experience as an SEO specialistKey Attributes/Main Competencies:Excellent analytical skills and very comfortable with numbers.Beginner project management skills.Proficiency in SEO (On-Page, Off-Page, and Technical).Experience in Paid Search, Paid Socials (Google Ads, YouTube Ads, LinkedIn Ads, etc.)Strong mastery of CMS (WordPress).Outstanding written and oral ability in English.Good understanding of web analytics (e.g., GA4, GSC, Semrush, Looker Studio, etc.).Solid understanding of MS Office and business software (e.g., HubSpot CRM).Excellent organizational skills and attention to detail.Teamwork and the ability to foster good working relationships.Excellent interpersonal skills.Creativity and sense of initiative.",MASS Analytics,"Tunis, Tunisia",Entry level,Full-time,Marketing and Sales,Advertising Services
2 weeks ago,Recruitment Analyst - Sousse,"Overview of the position:The Recruitment Analyst manages responsibilities related to data analysis, reporting, and strategic support within the Recruitment department.Responsibilities:Data Analysis and Reporting Collect, analyze, and interpret HR data from various sources and recruitment metrics.Prepare and present reports, dashboards, and visualizations to summarize Recruitment metrics (time-to-hire, candidate sourcing channels, recruitment funnel analytics) and trends for management review and decision-making.Trend Identification, forecasting and benchmarkingIdentify patterns, trends, and insights within Recruitment data to inform strategic initiatives and improve processes.Use historical data and statistical methods to forecast future Recruitment trends and talent needs.HR Metrics Development:Develop and maintain key performance indicators (KPIs) and metrics to measure the effectiveness of Recruitment programs and initiatives.HR Technology Management:Participating in the configuration of our ATS and supporting business decisions by providing ATS reports and statisticsAssist in the evaluation, implementation, and maintenance of Recruitment technology systems and tools.Requirements:Minimum 3 years of experience in business analysis, process audit, in a Recruitment environment, HR Development, HR solutions etc.Data analytics knowledge: advanced ExcelRecruitment skills necessary to understand business implications and management needs.ATS knowledge is essentialFrench is mandatory & English considered a plusWhat do we offer:Package including financial and non-financial benefitsInitial training specific to be carried out activity and procedures we are working withIntegration in a professional environment, in an International Company, together with high-performing team.",VEO Worldwide Services,Sousse Metropolitan Area,Mid-Senior level,Full-time,Analyst,Human Resources Services and International Trade and Development
6 days ago,Relocate to Malta D365 Functional Finance & Operations Senior Consultant (Big 4),"Our client’s Microsoft Business Solutions team is a Microsoft Gold Partner and leader in Microsoft software implementations for medium to large organisations, providing their clients with the ability to keep up with the ever-changing digital world by implementing Microsoft’s Enterprise Resource Planning (ERP) and Customer Engagement (CE) software from the Microsoft Dynamics 365 (D365) software line.Role OverviewOur client is looking for a talented D365 Functional Finance & Operations Senior Consultant who will use her/his expertise and experience for the functional tasks based in Microsoft Dynamics 365 Finance & Operations. This is a dynamic and exciting opportunity to join a growing new business area within a market leading firm. The role calls for a motivated and skilled Dynamics 365 F&O Functional Consultant to be a part of a dynamic D365 consultancy services team.Job Type: Full TimeWork Place: OnsiteLocation: Malta, Europe (Relocate to Malta)Relocation: VISA & Relocation Package IncludedRequirementsIdeally Educated to degree levelIdeally Microsoft Dynamics certifications such as Microsoft Dynamics 365 Core Finance and Operations and Microsoft Dynamics 365 Finance and or Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant AssociateAt least 6 years’ experience in Microsoft Dynamics 365 for Finance & Operations (D365FO) or 5 end to end implementation projectsExposure to presales activities would be an added valueConducting functional interviewsMentoring juniorsSome technical knowledge would be considered as an asset.RSAT knowledge would be considered as an asset.Prepared to travel on frequent basisExperience/Knowledge about ERP implementation methodologies and have strong analytical acumenExperience on operating in Shared Services or nearshore teams is an added assetAbility to perform under minimal supervision and perform in changing environmentsExcellent written and verbal English language skills.Additional fluency in one or more of the following languages is preferred: French, Spanish, German, ItalianExperience with (D365FO) interfaces and IntegrationsGood understanding of industry processes, principles, functionality & systems for their chosen specialismBeneficial to have experience of LCS and Azure DevOpsGood MS Office skills (primarily Word, Excel, and PowerPoint; Visio is a plus)Experience with Business Intelligence (BI) a plusExperience in consulting and very good presentation skillsResponsibilitiesShow expertise in any or several of the following D365FO functional areas: Finance, Project Operations, Warehouse, Field ServiceDelivery of D365 FO end-to-end implementation projects including design, configuration, testing, training, cutover, post go-live support & reportingWork with onsite engagement team & client team to gather requirements, determine expectations & finalise deliverablesEnsure quality project delivery of deliverables produced and demonstrate experience in system and functional testingDemonstrate excellent foundational consulting skills, including analytical knowhow, written & verbal communication & team participation.Involvement with D365FO interfaces and IntegrationsAbility to gather and document functional requirements and complete gap/fit analysisDemonstrate Awareness of scope (creep) and use of change controlLeading the solution on a work stream, making design decisions and creating solution documentationDelivery of end-user training to clients and colleaguesProvide on-site support and assistance throughout delivery and go-live phases of projectOccasional involvement in responding to RFPs and RFQs would be beneficialIdentify practice development activities and help in defining how these will be deliveredCarry out additional duties as may occur from time to time as instructed and agreed by DirectorsEnsure timely completion of internal processes and mandatory trainingRepresent our client in a professional and positive manner at all timesHave awareness of product roadmap and the content of future releases of D365FODemonstrate awareness around upselling and company capabilitiesThe Employee is required to follow our client’s Information Security Policies (ISP and ISMP) at all times. Microsoft Business Solutions OverviewYour long-term future is every bit as important to our client as it is to you. That’s why their aim is to give you experiences that will stay with you for a lifetime. Whether it’s great training and development, mobility opportunities or corporate responsibility volunteering activities – you’ll gain a wealth of experiences on which to build a rewarding career. Our client is a firm that encourages you to be yourself, values your contribution, and inspires you to act as a role model, always focused on doing the right thing for each other, their clients, and their communities.This sets out all the different ways you’ll be rewarded at the firm. Among other things, you can benefit from honest conversations about your career as well as a range of other rewards. In all these ways and more, they have created an environment that can bring out the best in you.#Bethechange and #makethechange. Join our client’s talented, successful team and make the leap into the future.Don’t worry, our client knows that relocation can be a challenge, which is why they have an extremely supportive onboarding team to help you throughout this process! - They provide relocation support for you and your family. Our client is looking forward to meeting you and seeing you grow.",Black Pen Recruitment,"Tunis, Tunisia",Mid-Senior level,Full-time,Other,Staffing and Recruiting
4 weeks ago,INGENIEUR.E DEVELOPPEMENT AUTOMATISME H/F,"Sagemcom est un intégrateur de ruptures technologiques dans le monde des télécoms et de l'énergie. En recherche continue d'innovation sur ses différents marchés, les équipes de Sagemcom, à l'international, s'engagent chaque jour à fournir des solutions sur mesure et responsables, adaptées aux besoins de leurs clients opérateurs télécom et utilities. Aujourd'hui, notre Groupe est :* Numéro 1 mondial des solutions haut débit (box internet et services logiciels associés)* Numéro 1 mondial des solutions audio-vidéo (hubs vidéo 4K et Vidéo Sound Box)* Leader européen des solutions smart-grid (comptage communicant, réseaux intelligents, électrification rurale, IoT)En 2022, Sagemcom a réalisé un chiffre d'affaires de 3 milliards d'euros. Avec un effectif de 6 500 personnes réparti dans plus de 50 pays, Sagemcom s'engage au quotidien en faveur de sa responsabilité sociétale et environnementale, dans une démarche d'amélioration continue.C'est pourquoi, début janvier 2022, Sagemcom est devenu « entreprise à mission ».Pourquoi rejoindre Sagemcom ?Intégrer le groupe Sagemcom, c'est rejoindre un groupe de dimension internationale, où nous devons chaque jour relever de nouveaux défis pour rester leaders sur nos marchés. Si le travail en équipe, l'agilité, la créativité et les nouvelles technologies vous intéressent, rejoignez l'aventure !Mission:Vous analysez les cahiers des charges et vous étudiez la faisabilité de leur mise en oeuvre. Vous participez au développement des machines spéciales, vous imaginez des solutions électriques et logicielles pour l'automatisation de ces machines. Vous développez les solutions techniques, vous assurez le test de ces solutions pour confirmer leur fiabilité. En lien avec notre unité de recherche et développement, vous pilotez les différentes étapes d'intégration des solutions développées Vous assurez une veille technologique afin de rester compétitif et d'être force de proposition sur tous les nouveaux développements que vous assurez.Profil:Diplôme d'ingénieur Vous avez une expérience avérée Rigoureux, vous faites preuve de capacité d'organisation et de travail en équipe et aimez travailler en mode projet. Polyvalent, vous souhaitez mettre en valeur votre force de proposition et votre esprit d'innovation. Vous Maitrisez les logiciels LABVIEW et Teststand, les développements sous TIA portal de siemens",SAGEMCOM,"Tunis, Tunisia",Entry level,Full-time,Engineering,Telecommunications
,Human Resources Generalist - CIVP (Intern),"OUR STORYAt ST, we believe in the power of technology to drive innovation and make a positive impact on people, business, and society. We are a global semiconductor company, and our advanced technology & chips forms the hidden part of the world we live in today.When you join ST, you will be part of a global business of more than 115+ nationalities and present in 40 countries, 50,000+, diverse and dedicated creators & makers of technology around the world!Developing technologies takes more than talent: it takes amazing people who understands collaboration and respect. People with passion and desire to disrupt the status quo, push boundaries and drive innovation – whilst unlocking your own potential.Working at ST means innovating for a future that we want to make smarter, greener, in a responsible and sustainable way. Our technology starts with you. Join us and start the future!YOUR ROLE We are looking for a Generalist HR for our STTunis site.You will be part of the HR team and will have the opportunity to participate in :Personnel administrationDeployment of RSE policy (Disability, Gender Equality, etc.)HR project deploymentInternal HR site communicationRepresenting ST at external events. Your Skills & ExperiencesYou are qualified for this position if you:Have Bachelor's degree (Bac+5) in Human Resources, Psychology, or equivalent.Have a high level of integrity and confidentialityHave the ability to communicate effectively with professionalism, diplomacy, and tact;Have the ability to be flexible and supportive;Have the ability to plan, schedule, and organize tasks to achieve goals within set deadlines;Be a highly motivated team player, able to develop and maintain collaborative relationships both inside and outside the HR department in a multicultural environmentWe encourage candidates who may not meet every single requirement to apply, as we appreciate diverse perspectives and provide opportunities for growth and learning. Diversity, Equity and Inclusion (DEI) is part of our company culture. Our DEI vision is, “At ST, you can be the true version of yourself”, we value all employee contributions and have zero tolerance for any kind of discrimination.Joining us is also about a greater work-life balance and workplace with equal opportunities. Dedicated Employee Resource Groups for women and LGBTQIA+, hybrid work arrangements are amongst the many DEI & Sustainability initiatives that make us a great place to evolve your career.To discover more, visit st.com/careers",STMicroelectronics,"Tunis, Tunisia",Not Applicable,Full-time,Other,Semiconductor Manufacturing
